date,Obs,HHMMSS,co2,species,tray,plant,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
18-Apr,21,17:42:09,ambient,penn,7,1,6833.000019,0,7.248077296,0.273604809,395.1263048,21,21,0,0,315.5073242,1250.528687,540.4952393,#DIV/0!,0.74770085,0.567786613,-1,0.87,0.92,10.27517986,0.87513759,0.040709797,0.759376711,3.963548832,-1,231.5140991,0.5,57.51868334,2.797484629,1.039283224,20.91547966,2,4.644859791,1,9.289719582,21.86846733,20.91547966,21.55645561,449.883606,445.6314087,12.95635319,14.33661175,49.56587601,54.84620285,399.545166,231.5140991,0.400920898,100.7012024,0.513332307,0.08332701,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.99772583,0.002797485,294.0654797,295.0184673,37.04225503,-0.303692561,2.482997265,24.65707664,10.32046489,21.3919735,2.556692341,0.26577703,1.443714041,1.1129783,0.166796621,39.78969399,0.886666193,58.53302096,444.5781041,0.009542797,0,202.6066907,935.0213623,0.567786613,#DIV/0!
18-Apr,22,17:47:17,ambient,penn,3,1,7146.500019,0,11.0445346,0.490129062,399.6357079,22,22,0,0,420.5698242,1724.889893,572.8408813,#DIV/0!,0.756175843,0.667897131,-1,0.87,0.92,10.27517986,0.87513759,0.059448328,0.883256372,4.101316341,-1,231.5122833,0.5,67.65968311,4.323864964,0.916854965,20.59939194,2,4.644859791,1,9.289719582,21.90670967,20.59939194,21.5561161,450.0290527,443.5383301,12.94521332,15.07768822,49.40607071,57.5447731,399.4111328,231.5122833,0.509557009,100.6976929,0.600521028,0.061913207,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997055664,0.004323865,293.7493919,295.0567097,37.0419645,-0.557801849,2.435143382,24.18271276,9.105024541,21.2530508,2.535011178,0.465565645,1.518288417,1.016722761,0.293090009,40.24239378,0.901017298,63.51984708,441.933317,0.015874502,0,202.6051017,1304.320068,0.667897131,#DIV/0!
18-Apr,23,17:51:04,ambient,penn,2,4,7372.000018,0,11.01241624,0.400058281,391.7920529,23,23,0,0,471.3515625,1930.717285,675.0987549,#DIV/0!,0.755867125,0.650337851,-1,0.87,0.92,10.27517986,0.87513759,0.059396087,0.860386475,4.09613002,-1,231.0980072,0.5,65.76299368,3.598371001,0.926468957,20.41651344,2,4.644859791,1,9.289719582,21.91034889,20.41651344,21.55644989,450.0048523,443.6929321,12.93659687,14.71140194,49.36068726,56.13261032,399.5293884,231.0980072,0.348762065,100.6945648,0.541927278,0.07450743,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997646942,0.003598371,293.5665134,295.0603489,36.97568033,-0.421800134,2.407827173,23.9121861,9.200784162,21.16343117,2.521110149,0.383541222,1.481358216,1.039751933,0.241144445,39.45133026,0.883025229,62.38479855,442.0925865,0.015539898,0,202.2425531,1459.365723,0.650337851,#DIV/0!
18-Apr,24,17:55:29,ambient,penn,8,4,7634.50002,0,10.36745363,0.446720819,399.0916771,24,24,0,0,446.1899414,1759.273682,589.1675415,#DIV/0!,0.746378323,0.665107511,-1,0.87,0.92,10.27517986,0.87513759,0.05597492,0.891113114,3.94288064,-1,232.0563049,0.5,67.53541424,3.905724478,0.9048225,20.37691116,2,4.644859791,1,9.289719582,21.933321,20.37691116,21.55533218,449.9509888,443.8922729,12.94206905,14.86847973,49.31072998,56.65057373,399.4633484,232.0563049,0.279223412,100.691185,0.648433626,0.070309356,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997316742,0.003905724,293.5269112,295.083321,37.12900796,-0.472740086,2.401947343,23.85459405,8.986114326,21.15511608,2.519823775,0.426224674,1.497124843,1.022698932,0.268159048,40.18501389,0.899073269,63.34836265,442.3856546,0.014845898,0,203.0811954,1313.08374,0.665107511,#DIV/0!
18-Apr,25,18:00:14,elevated,M82,5,4,7920.000019,0,10.63026689,0.179442338,649.3101,25,25,0,0,449.956543,1568.536987,666.828125,#DIV/0!,0.71313616,0.574872553,-1,0.87,0.92,10.27517986,0.87513759,0.057332311,0.806118922,3.485974394,-1,231.8002472,0.5,58.30849226,2.131284633,1.194716477,21.69421387,2,4.644859791,1,9.289719582,21.91151619,21.69421387,21.55662918,765.3995361,759.2681274,12.94859982,14.00055218,49.40043259,53.41375351,399.5324402,231.8002472,0.246635616,100.6893921,0.196651399,0.097309783,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997662201,0.002131285,294.8442139,295.0615162,37.08803872,-0.218177608,2.604423565,25.86591806,11.86536588,21.80286503,2.621771895,0.176041873,1.409707088,1.212064807,0.11032671,65.37863925,0.855178924,54.08140017,757.7233165,0.007587198,0,202.8571097,1118.580444,0.574872553,#DIV/0!
18-Apr,26,18:03:28,elevated,M82,7,4,8122.500019,0,11.68432965,0.248296133,669.295843,26,26,0,0,460.8491211,1711.219971,643.9753418,#DIV/0!,0.730689725,0.623674716,-1,0.87,0.92,10.27517986,0.87513759,0.062543897,0.853542474,3.713189181,-1,231.7427979,0.5,63.24274715,2.604793391,1.063313826,21.0175209,2,4.644859791,1,9.289719582,21.87987518,21.0175209,21.55639648,765.4073486,758.569519,12.96993923,14.25521851,49.57602692,54.48884964,399.5491943,231.7427979,0.385701865,100.686409,0.178768098,0.088797286,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997745972,0.002604793,294.1675209,295.0298752,37.07884683,-0.273477212,2.498620587,24.81586752,10.56064901,21.44869804,2.565591711,0.241832423,1.435306761,1.13028495,0.151712995,67.38899499,0.882313125,57.72594935,756.8715297,0.008911539,0,202.8068336,1250.37085,0.623674716,#DIV/0!
18-Apr,27,18:08:21,elevated,M82,3,1,8414.500019,0,9.330399696,0.072653554,539.9413978,27,27,0,0,472.4667969,1550.883301,634.2357788,#DIV/0!,0.695356319,0.591048676,-1,0.87,0.92,10.27517986,0.87513759,0.050901957,0.849993967,3.282523367,-1,231.9029694,0.5,59.97577954,0.94419577,1.292503547,21.94457054,2,4.644859791,1,9.289719582,21.87714195,21.94457054,21.55670929,765.4342041,760.4042969,12.96265793,13.4289465,49.55404282,51.336586,399.5449524,231.9029694,0.44764328,100.6814957,0.150936067,0.110934928,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997724762,0.000944196,295.0945705,295.027142,37.10447427,-0.021139153,2.644549965,26.26649463,12.83754813,21.91085625,2.639115006,0.07208975,1.352046418,1.287068588,0.045106411,54.36210751,0.710071471,50.52303275,759.0483852,0.006210409,0,202.9470057,1078.416504,0.591048676,#DIV/0!
18-Apr,28,18:12:14,elevated,M82,2,2,8633.500019,0,9.035463833,0.135141467,638.0962878,28,28,0,0,463.5373535,1439.265747,669.6733398,#DIV/0!,0.67793484,0.53471182,-1,0.87,0.92,10.27517986,0.87513759,0.04948296,0.788736304,3.104961739,-1,231.7423706,0.5,54.2215056,1.655554858,1.226457657,21.73794937,2,4.644859791,1,9.289719582,21.87737465,21.73794937,21.55669212,765.4326782,760.2790527,12.9387722,13.75620174,49.45995712,52.58467865,399.4914856,231.7423706,0.437849492,100.6772842,0.123348176,0.103062347,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997457428,0.001655555,294.8879494,295.0273746,37.07877847,-0.137670093,2.61139469,25.93827108,12.18206933,21.80766201,2.622540155,0.133203697,1.384937033,1.237603122,0.083424265,64.24180134,0.839292212,52.77043756,758.9660017,0.006282302,0,202.8064597,975.7283936,0.53471182,#DIV/0!
18-Apr,29,18:16:07,elevated,penn,5,4,8873.000019,0,10.41884385,0.172881258,648.9133007,29,29,0,0,449.4238281,1774.007813,642.4082642,#DIV/0!,0.746661866,0.637877432,-1,0.87,0.92,10.27517986,0.87513759,0.056221658,0.854305625,3.947293627,-1,232.0823669,0.5,64.77773005,1.984397342,1.153929338,21.36328125,2,4.644859791,1,9.289719582,21.88098717,21.36328125,21.55724144,765.9900513,760.0192261,12.91015148,13.8897686,49.33570862,53.07928467,399.5100708,232.0823669,0.438946992,100.6691971,0.239925325,0.098519042,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997550354,0.001984397,294.5132813,295.0309872,37.13317788,-0.178835093,2.55220119,25.35235468,11.46258608,21.62213421,2.592970132,0.169722726,1.398271853,1.19469828,0.106356027,65.32558096,0.853811691,54.72458712,758.5051396,0.007516982,0,203.1040033,1324.583984,0.637877432,#DIV/0!
18-Apr,30,18:20:48,elevated,penn,7,3,9152.000019,0,11.0565549,0.258985287,676.0957964,30,30,0,0,353.4165039,1446.265625,457.2644043,#DIV/0!,0.755635135,0.683830967,-1,0.87,0.92,10.27517986,0.87513759,0.059531065,0.90497508,4.092241333,-1,231.4212494,0.5,69.24658183,2.918173919,1.14256199,21.55839539,2,4.644859791,1,9.289719582,21.890131,21.55839539,21.55645943,765.9242554,759.2808838,12.86857224,14.30835056,49.14619064,54.64482498,399.5642395,231.4212494,0.236856714,100.662674,0.17937845,0.092765525,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997821198,0.002918174,294.7083954,295.040131,37.02739907,-0.352311432,2.582878818,25.6587543,11.35040373,21.72426319,2.609211457,0.251960944,1.440316827,1.16889463,0.15809197,68.05761072,0.890442274,56.08625139,757.6741239,0.008184531,0,202.5254344,1092.849121,0.683830967,#DIV/0!
18-Apr,31,18:25:04,elevated,penn,3,2,9412.000018,0,10.00602484,0.264103216,685.2740321,31,31,0,0,438.2770996,1664.61145,639.2643433,#DIV/0!,0.736709068,0.615967833,-1,0.87,0.92,10.27517986,0.87513759,0.054236403,0.836107303,3.798079917,-1,231.8799896,0.5,62.49821992,2.774297417,1.066210918,21.00189209,2,4.644859791,1,9.289719582,21.87763977,21.00189209,21.55760765,765.8712769,759.8081665,12.83798027,14.20680618,49.06388092,54.29522705,399.59552,231.8799896,0.287911296,100.6567688,0.151058137,0.094022468,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.9979776,0.002774297,294.1518921,295.0276398,37.10079751,-0.302738629,2.496222123,24.79934686,10.59254067,21.43976593,2.564188578,0.25680242,1.430011205,1.134177373,0.161141856,68.97746981,0.90190401,57.64164509,758.3540716,0.007605468,0,202.9268953,1226.334351,0.615967833,#DIV/0!
18-Apr,32,18:35:48,elevated,penn,2,2,10053.00002,0,11.10555212,0.292464454,684.7285717,32,32,0,0,510.0488281,1900.617554,846.8516235,#DIV/0!,0.731640473,0.554433441,-1,0.87,0.92,10.27517986,0.87513759,0.059809403,0.75779493,3.72634432,-1,231.2803802,0.5,56.1092615,3.04739709,1.060692106,21.00745583,2,4.644859791,1,9.289719582,21.86963081,21.00745583,21.55736542,766.2028198,759.4852295,12.7665205,14.27017403,48.81443024,54.56384277,399.5481873,231.2803802,0.312904686,100.6563492,0.276058137,0.08847113,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.997740936,0.003047397,294.1574558,295.0196308,37.00486001,-0.351951283,2.497075726,24.80793061,10.53775658,21.43854332,2.563996572,0.283537944,1.43638362,1.127612953,0.177992154,68.9222782,0.901569307,57.99844003,757.8713492,0.008498866,0,202.4021546,1390.568726,0.554433441,#DIV/0!
